YearMonth,Symbol,Total_Trading_Volume
2018-4,EMC2,3.62733E8
2018-5,EMC2,8.090339E7
2017-6,ENRG,1913490.0
2017-7,ENRG,1185870.0
2017-8,ENRG,1779390.0
2017-10,ENRG,3132160.0
2017-11,ENRG,1406860.0
2018-1,ENRG,1.677839E7
2017-6,ERC,1049580.0
2017-8,ERC,1.368867E7
2017-9,ERC,3758240.0
2017-11,ERC,1242630.0
2018-1,ERY,1303070.0
2018-1,ESP,3568330.0
2016-7,ETC,2.930553E8
2016-8,ETC,5.8169834E8
2016-9,ETC,8.148345E7
2016-10,ETC,3.606733E7
2016-11,ETC,1.125836E7
2016-12,ETC,5.584415E7
2017-1,ETC,5.944973E7
2017-2,ETC,3.174657E7
2017-3,ETC,2.5560263E8
2017-4,ETC,5.14273E8
2017-5,ETC,3.2256131E9
2017-6,ETC,5.4381273E9
2017-7,ETC,4.5014862E9
2017-8,ETC,2.4896645E9
2017-9,ETC,5.4211101E9
2017-10,ETC,1.0999431E9
2017-11,ETC,1.1185719E10
2017-12,ETC,1.6644796E10
2018-1,ETC,1.7063183E10
2018-2,ETC,1.6247398E10
2018-3,ETC,9.796955E9
2018-4,ETC,5.4157607E9
2018-5,ETC,6.897418E9
2018-6,ETC,2.80862E8
2015-8,ETH,3.494212E7
2015-9,ETH,3263490.0
2015-10,ETH,1.001698E7
2015-11,ETH,1.278384E7
2015-12,ETH,1376280.0
2016-1,ETH,9.512111E7
2016-2,ETH,3.5038894E8
2016-3,ETH,9.1149128E8
2016-4,ETH,5.0343958E8
2016-5,ETH,8.6628549E8
2016-6,ETH,1.17920843E9
2016-7,ETH,8.5147218E8
2016-8,ETH,5.070703E8
2016-9,ETH,3.4762307E8
2016-10,ETH,3.1177027E8
2016-11,ETH,2.6354889E8
2016-12,ETH,3.880607E8
2017-1,ETH,5.2174848E8
2017-2,ETH,4.6716676E8
2017-3,ETH,4.3248103E9
2017-4,ETH,3.1543197E9
2017-5,ETH,1.46799548E10
2017-6,ETH,3.4410801E10
2017-7,ETH,3.103442E10
2017-8,ETH,3.3197514E10
2017-9,ETH,2.43103E10
2017-10,ETH,1.3427329E10
2017-11,ETH,3.190482E10
2017-12,ETH,7.9862277E10
2018-1,ETH,1.6361022E11
2018-2,ETH,8.339344E10
2018-3,ETH,5.371618E10
2018-4,ETH,6.0669919E10
2018-5,ETH,8.175272E10
2018-6,ETH,3.82628E9
2017-9,ETHD,1682940.0
2017-10,ETHD,2.038375E7
2018-1,ETHD,9891300.0
2017-11,ETN,9707620.0
2017-12,ETN,2.7505686E8
2018-1,ETN,2.8313804E8
2018-2,ETN,8.424447E7
2018-3,ETN,5.99129E7
2018-4,ETN,2.677076E7
2018-5,ETN,2.596992E7
2017-6,ETP,1.575495E7
2017-8,ETP,8923950.0
2017-9,ETP,2.142797E7
2017-10,ETP,3.3689637E8
2017-11,ETP,2.2232961E8
2017-12,ETP,2.9890158E8
2018-1,ETP,3.1433449E8
2018-2,ETP,7.764452E7
2018-3,ETP,5.073454E7
2018-4,ETP,1.0512242E8
2018-5,ETP,1.7015507E8
2018-6,ETP,8808910.0
2017-7,EXCL,1389410.0
2017-11,EXCL,1.070692E7
2017-12,EXCL,4.601758E7
2018-1,EXCL,1.561288E7
2018-2,EXCL,6153290.0
2018-3,EXCL,3.433634E7
2018-4,EXCL,8275890.0
2016-2,EXP,3033970.0
2016-7,EXP,1064600.0
2017-5,EXP,2.805132E7
2017-6,EXP,1.173307E7
2017-8,EXP,1.555861E7
2017-9,EXP,8537230.0
2017-10,EXP,5095170.0
2017-11,EXP,3804290.0
2017-12,EXP,8.154571E7
2018-1,EXP,6.205792E7
2018-2,EXP,4112640.0
2018-3,EXP,4.829094E7
2018-4,EXP,1.802378E7
2018-5,EXP,5764490.0
2017-6,FAIR,1657930.0
2017-12,FAIR,4066900.0
2018-1,FAIR,3514880.0
2015-12,FCT,1579260.0
2016-1,FCT,9252030.0
2016-3,FCT,4.377847E7
2016-6,FCT,1.015427E7
2016-7,FCT,2731260.0
2016-8,FCT,3.922964E7
2016-9,FCT,2.578516E7
2016-10,FCT,1.783862E7
2016-11,FCT,7969240.0
2016-12,FCT,2.990105E7
2017-1,FCT,1.013299E7
2017-2,FCT,6901750.0
2017-3,FCT,4.097486E7
2017-4,FCT,6.764572E7
2017-5,FCT,1.1442457E8
2017-6,FCT,3.5296746E8
2017-7,FCT,1.097796E8
2017-8,FCT,1.4676239E8
2017-9,FCT,6.038243E7
2017-10,FCT,7.826579E7
2017-11,FCT,1.8002002E8
2017-12,FCT,5.3678411E8
2018-1,FCT,7.5014831E8
2018-2,FCT,1.5198806E8
2018-3,FCT,8.045096E7
2018-4,FCT,5.422355E7
2018-5,FCT,5.547872E7
2017-12,FIL,4075570.0
2018-1,FIL,3280400.0
2018-4,FIL,9692430.0
2018-5,FIL,6937480.0
2018-1,FLASH,1.305407E7
2017-5,FLO,2.130341E7
2017-6,FLO,8312560.0
2017-8,FLO,5761220.0
2017-9,FLO,2016910.0
2017-10,FLO,5658510.0
2017-11,FLO,1679510.0
2017-12,FLO,2.691996E7
2018-1,FLO,1.563601E7
2017-4,FRGC,1025990.0
2017-5,FRGC,1014450.0
2017-7,FRGC,9971780.0
2017-8,FRGC,1.098774E7
2017-9,FRGC,1011810.0
2017-10,FRGC,2.306718E7
2017-11,FRGC,5.644926E7
2017-12,FRGC,5.353698E7
2018-1,FRGC,3.873879E7
2018-2,FRGC,2.498847E7
2018-3,FRGC,3.495812E7
2018-4,FRGC,4.100125E7
2018-5,FRGC,3.500192E7
2017-8,FRST,1123130.0
2017-9,FRST,1.430694E7
2017-10,FRST,5.801081E7
2017-11,FRST,2.754275E7
2017-12,FRST,1.420505E7
2018-1,FRST,1049450.0
2018-2,FRST,1033620.0
2014-1,FTC,1872530.0
2017-6,FTC,1.498936E7
2017-7,FTC,3.258725E7
2017-8,FTC,2.736427E7
2017-9,FTC,2718940.0
2017-10,FTC,2.584813E7
2017-11,FTC,4.680539E7
2017-12,FTC,3.438202E7
2018-1,FTC,3.954734E7
2018-3,FTC,2.228884E7
2018-4,FTC,1272860.0
2018-5,FTC,1430400.0
2018-1,GAIN,1196140.0
2018-1,GAM,1634430.0
2017-1,GAME,1400620.0
2017-3,GAME,1620160.0
2017-4,GAME,2.825786E7
2017-5,GAME,7.866899E7
2017-6,GAME,1.3245431E8
2017-7,GAME,5.921881E7
2017-8,GAME,1.1269864E8
2017-9,GAME,6.620943E7
2017-10,GAME,4.564123E7
2017-11,GAME,5.645311E7
