YearMonth,Symbol,Total_Trading_Volume
2017-12,GAME,2.1007311E8
2018-1,GAME,2.5091264E8
2018-2,GAME,6.831288E7
2018-3,GAME,3.160537E7
2018-4,GAME,2.014113E7
2018-5,GAME,1.118919E7
2017-11,GB,1071620.0
2017-9,GBG,3809720.0
2017-10,GBG,1.387338E7
2017-12,GBG,1.066498E7
2017-6,GBYTE,1.116974E7
2017-7,GBYTE,1.431184E7
2017-8,GBYTE,6.506815E7
2017-9,GBYTE,1.001402E7
2017-10,GBYTE,2318010.0
2017-11,GBYTE,9376030.0
2017-12,GBYTE,1.083473E8
2018-1,GBYTE,7.189169E7
2018-2,GBYTE,1.550885E7
2018-3,GBYTE,1.554484E7
2018-4,GBYTE,1156180.0
2018-5,GCC,1175990.0
2018-1,GCN,1931360.0
2017-9,GCR,1007150.0
2017-11,GCR,1.205728E7
2017-12,GCR,1.0328504E8
2018-1,GCR,3.197627E7
2017-8,GLD,1645810.0
2017-9,GLD,1388980.0
2017-12,GLD,3815910.0
2018-1,GLD,5361740.0
2017-1,GOLOS,1.74844E7
2017-12,GOLOS,3161280.0
2017-5,GRC,2.006143E7
2017-6,GRC,3.132193E7
2017-7,GRC,1078470.0
2017-8,GRC,2997580.0
2017-9,GRC,1180670.0
2017-12,GRC,1.496538E7
2018-1,GRC,1.590654E7
2017-7,GRS,3077520.0
2017-8,GRS,2458320.0
2017-9,GRS,1.561754E7
2017-10,GRS,1.039251E8
2017-11,GRS,3.3875426E8
2017-12,GRS,2.4491551E8
2018-1,GRS,2.1561989E8
2018-2,GRS,6.44893E7
2018-3,GRS,2.303344E7
2018-4,GRS,1.90752546E9
2018-5,GRS,6.5347877E8
2018-6,GRS,6789990.0
2017-6,GXS,1.1643938E8
2017-7,GXS,3.0436617E8
2017-8,GXS,4.7127658E8
2017-9,GXS,4.134292E7
2017-10,GXS,3.559015E7
2017-11,GXS,1.4684783E8
2017-12,GXS,3.1688915E8
2018-1,GXS,4.2875421E8
2018-2,GXS,2.9935014E8
2018-3,GXS,1.4572545E8
2018-4,GXS,3.2864821E8
2018-5,GXS,4.6420557E8
2018-6,GXS,3.94628E7
2017-12,HBC,1.225882E7
2018-1,HBC,7535410.0
2017-11,HIGH,1031670.0
2017-8,HSR,3.3213189E8
2017-9,HSR,7.1520528E8
2017-10,HSR,5.2594117E8
2017-11,HSR,9.891446E8
2017-12,HSR,3.9922334E9
2018-1,HSR,5.256587E9
2018-2,HSR,1.9744912E9
2018-3,HSR,7.099642E8
2018-4,HSR,1.2217E9
2018-5,HSR,1.8990238E9
2018-6,HSR,9.73056E7
2018-2,HT,4.1467024E9
2018-3,HT,3.0007884E9
2018-4,HT,2.531018E9
2018-5,HT,2.9070029E9
2018-6,HT,1.928267E8
2018-1,HTML,1.0073002E8
2018-2,HTML,1.135906E7
2017-4,HUC,4183980.0
2017-6,HUC,1.49132E7
2017-12,HUSH,2584840.0
2018-1,HUSH,1.234158E7
2017-12,HWC,7370740.0
2018-4,HXX,2963300.0
2018-5,HXX,3683240.0
2017-12,ICOB,1086820.0
2017-5,IFC,1.5837534E8
2017-6,IFC,1.1099314E8
2017-7,IFC,3.140941E7
2017-8,IFC,1.051699E7
2017-9,IFC,1.709959E7
2018-1,IFC,1004350.0
2017-9,INFX,2550780.0
2017-11,INFX,1055910.0
2017-12,INFX,1024710.0
2018-1,INFX,6148770.0
2017-9,IOC,3322650.0
2017-12,IOC,4006750.0
2018-1,IOC,2.187878E7
2017-6,ION,3265510.0
2017-7,ION,1216960.0
2017-9,ION,4433500.0
2017-10,ION,5106360.0
2017-11,ION,1158500.0
2017-12,ION,1.983051E7
2018-1,ION,3.6439243E8
2018-2,ION,4.058028E7
2018-3,ION,1.7384757E8
2018-4,ION,3.98715E7
2018-5,ION,2538390.0
2017-9,IOP,9.271455E7
2017-10,IOP,4.316846E7
2017-11,IOP,3.34199E7
2017-12,IOP,1.9864236E8
2018-1,IOP,7.342705E7
2018-2,IOP,6808550.0
2018-3,IOP,1.70706E7
2018-4,IOP,1.139021E7
2018-5,IOP,1.480685E7
2017-11,KB3,4335820.0
2018-1,KB3,6966030.0
2017-6,KMD,1.543897E7
2017-8,KMD,1.529276E7
2017-9,KMD,2.0195369E8
2017-10,KMD,3.514405E7
2017-11,KMD,1.3819334E8
2017-12,KMD,5.3263907E8
2018-1,KMD,4.499788E8
2018-2,KMD,1.6818078E8
2018-3,KMD,6.279916E7
2018-4,KMD,1.3898878E8
2018-5,KMD,1.135914E8
2017-6,KORE,6978170.0
2017-8,KORE,6677250.0
2017-9,KORE,1.526351E7
2017-10,KORE,3528570.0
2017-11,KORE,5683130.0
2017-12,KORE,3.206604E7
2018-1,KORE,1.684655E7
2018-2,KORE,5328090.0
2018-3,KORE,9.855446E7
2018-4,KORE,6140100.0
2018-5,KORE,1.295558E7
2018-4,KST,9250780.0
2018-5,KST,4797140.0
2017-1,LBC,1045560.0
2017-3,LBC,1375230.0
2017-5,LBC,1.946248E7
2017-6,LBC,1.5706748E8
2017-7,LBC,6.33634E7
2017-8,LBC,6.135353E7
2017-9,LBC,1.895207E7
2017-10,LBC,1082700.0
2017-11,LBC,1.922517E7
2017-12,LBC,1.7638682E8
2018-1,LBC,1.6984642E8
2018-2,LBC,6543060.0
2018-3,LBC,2.949873E7
2018-4,LBC,5031100.0
2018-2,LCC,6268030.0
2018-3,LCC,3572660.0
2018-1,LEA,2828900.0
2017-10,LEO,2552550.0
2017-11,LEO,1.236239E7
2017-12,LEO,1.097974E7
2018-4,LEO,1.735529E7
2018-5,LEO,3.9602E7
2018-6,LEO,2613010.0
2018-1,LET,5.264457E7
2018-2,LET,3.002832E8
2018-3,LET,1.6872853E8
2018-4,LET,1.6861966E8
2018-5,LET,1.4904431E8
2018-6,LET,1.849001E7
2017-12,LINDA,1258260.0
2018-1,LINDA,1.0407341E8
2018-3,LINDA,1086330.0
2017-6,LKK,1.380306E7
2017-7,LKK,2076800.0
2017-8,LKK,3002570.0
2017-9,LKK,1112730.0
2018-1,LKK,2285950.0
2016-12,LMC,2.214104E7
2017-1,LMC,1689490.0
2017-5,LMC,1523630.0
2017-6,LMC,5.629175E7
2017-7,LMC,1062460.0
2017-8,LMC,8627490.0
2017-9,LMC,3.106916E7
2017-10,LMC,4465710.0
2017-11,LMC,3161100.0
2017-12,LMC,3.670856E7
2018-1,LMC,5.067486E7
2016-5,LSK,5.23362E7
2016-6,LSK,6.456001E7
2016-7,LSK,6384270.0
2016-8,LSK,1.005093E7
2017-3,LSK,1.680009E7
2017-4,LSK,1.637581E7
2017-5,LSK,9.330554E7
2017-6,LSK,4.1645045E8
2017-7,LSK,1.2736276E8
2017-8,LSK,6.4680338E8
2017-9,LSK,5.4621362E8
2017-10,LSK,3.2268828E8
2017-11,LSK,9.7886621E8
2017-12,LSK,2.3230956E9
2018-1,LSK,2.8422317E9
2018-2,LSK,2.2142275E9
2018-3,LSK,8.141451E8
2018-4,LSK,8.188453E8
2018-5,LSK,6.437628E8
2018-6,LSK,3.36083E7
2013-12,LTC,7.338657E7
2014-1,LTC,5.1245865E8
2014-2,LTC,2.5222118E8
2014-3,LTC,3.5263729E8
2014-4,LTC,2.2878716E8
2014-5,LTC,9.854434E7
2014-6,LTC,8.195139E7
2014-7,LTC,9.358505E7
2014-8,LTC,1.3131758E8
2014-9,LTC,8.17733E7
2014-10,LTC,1.2098752E8
2014-11,LTC,1.0249934E8
2014-12,LTC,7.14125E7
2015-1,LTC,9.762653E7
2015-2,LTC,4.716871E7
2015-3,LTC,5.442439E7
2015-4,LTC,2.807553E7
2015-5,LTC,3.566966E7
2015-6,LTC,1.1862854E8
2015-7,LTC,3.8583665E8
2015-8,LTC,1.1603284E8
2015-9,LTC,4.32335E7
2015-10,LTC,6.256215E7
2015-11,LTC,1.3580438E8
2015-12,LTC,8.944396E7
2016-1,LTC,9.496189E7
2016-2,LTC,4.460993E7
2016-3,LTC,3.255862E7
2016-4,LTC,6.493409E7
2016-5,LTC,1.0267001E8
2016-6,LTC,1.8850072E8
2016-7,LTC,1.0527761E8
2016-8,LTC,8.365235E7
2016-9,LTC,6.216933E7
2016-10,LTC,8.35563E7
2016-11,LTC,8.138758E7
2016-12,LTC,1.6480491E8
2017-1,LTC,2.7465614E8
2017-2,LTC,1.4905101E8
2017-3,LTC,4.8900004E8
2017-4,LTC,2.6782621E9
2017-5,LTC,6.4991618E9
2017-6,LTC,1.3602595E10
2017-7,LTC,1.07126617E10
2017-8,LTC,7.3636536E9
2017-9,LTC,1.59716051E10
2017-10,LTC,4.7360777E9
2017-11,LTC,8.6101991E9
2017-12,LTC,5.0530946E10
2018-1,LTC,3.0085834E10
2018-2,LTC,2.7811855E10
2018-3,LTC,1.6048803E10
2018-4,LTC,1.0932448E10
2018-5,LTC,1.2636423E10
2018-6,LTC,6.01686E8
2017-12,LUX,1.027489E7
2018-1,LUX,3.600091E7
2018-4,LUX,1091010.0
2017-12,MAGE,8086620.0
2014-2,MAX,1.923546E7
2014-3,MAX,1340370.0
2017-6,MAX,2.142096E7
2017-7,MAX,1483850.0
2017-8,MAX,5202320.0
2017-9,MAX,1777950.0
2017-5,MEC,3037400.0
2017-6,MEC,4.451096E7
2017-7,MEC,3.814224E7
2017-8,MEC,3872020.0
2017-7,MEME,1589030.0
2017-9,MEME,5912660.0
2017-11,MEME,2.876982E7
2017-12,MEME,3.0776314E8
2018-1,MEME,1.1163102E8
2018-2,MEME,9374480.0
2018-3,MEME,1.531192E7
2018-4,MEME,1.117304E7
2018-5,MEME,1245820.0
2014-2,MINT,1280960.0
2018-1,MINT,3.177228E7
2018-3,MINT,1774450.0
2017-6,MIOTA,1.3268075E8
2017-7,MIOTA,1.5801157E8
2017-8,MIOTA,8.4282907E8
2017-9,MIOTA,7.6142904E8
2017-10,MIOTA,3.970623E8
2017-11,MIOTA,2.54309076E9
2017-12,MIOTA,1.7400996E10
2018-1,MIOTA,4.9419797E9
2018-2,MIOTA,1.6308547E9
2018-3,MIOTA,1.2488439E9
2018-4,MIOTA,1.8741327E9
2018-5,MIOTA,3.1917819E9
2018-6,MIOTA,2.58571E8
2018-3,MLM,1.265062E7
2018-2,MNTP,1108070.0
2017-12,MNX,1259840.0
2017-6,MONA,2416250.0
2017-10,MONA,2.6227345E8
2017-11,MONA,3.0764391E8
2017-12,MONA,7.4595862E8
2018-1,MONA,2.7976222E8
2018-2,MONA,1.6917307E8
2018-3,MONA,7.136405E7
2018-4,MONA,1.062574E8
2018-5,MONA,6.803575E7
2018-6,MONA,1117970.0
2017-6,MOON,4318640.0
2018-1,MOON,2.717941E7
2017-10,MSD,1317090.0
2017-7,MUE,3060020.0
2017-8,MUE,1858470.0
2017-10,MUE,4727970.0
2017-11,MUE,3672240.0
2017-12,MUE,7.730389E7
2018-1,MUE,4.512005E7
2018-2,MUE,1508240.0
2018-3,MUE,3.15667E7
2018-4,MUE,5681530.0
2018-5,MUE,2086000.0
2017-5,MUSIC,1085910.0
2017-8,MUSIC,1.188891E7
2017-12,MUSIC,4.273211E7
2018-1,MUSIC,5.874803E7
2018-3,MUSIC,1527350.0
2014-3,MZC,1043060.0
2017-12,NANO,3.3291991E8
2018-1,NANO,1.1116989E9
2018-2,NANO,2.19632696E9
2018-3,NANO,1.4870072E9
2018-4,NANO,5.4130615E8
2018-5,NANO,5.8110567E8
2018-6,NANO,2.05112E7
2016-9,NAV,8493540.0
2017-3,NAV,3482320.0
2017-4,NAV,4479630.0
2017-5,NAV,1.482012E7
2017-6,NAV,7000580.0
2017-8,NAV,4.085314E7
2017-9,NAV,1.6650181E8
2017-10,NAV,6.114829E7
2017-11,NAV,5.167467E7
2017-12,NAV,3.5572489E8
2018-1,NAV,2.487145E8
2018-2,NAV,5.19987E7
2018-3,NAV,3.293281E7
2018-4,NAV,4.391941E7
2018-5,NAV,1.5026885E8
2018-6,NAV,1.55386E7
2017-10,NEBL,1980250.0
2017-12,NEBL,2.635114E7
2018-1,NEBL,1.23907757E9
2018-2,NEBL,2.5463988E8
2018-3,NEBL,3.0887555E8
2018-4,NEBL,3.6497027E8
2018-5,NEBL,2.9397952E8
2018-6,NEBL,1.706887E7
2017-4,NEO,1631520.0
2017-5,NEO,9.044738E7
2017-6,NEO,1.33127222E9
2017-7,NEO,6.0520115E8
2017-8,NEO,4.3616059E9
2017-9,NEO,1.97723E9
2017-10,NEO,1.6309645E9
2017-11,NEO,2.9471053E9
2017-12,NEO,5.7678128E9
2018-1,NEO,1.5201851E10
2018-2,NEO,8.210132E9
2018-3,NEO,4.9457032E9
2018-4,NEO,4.6024676E9
2018-5,NEO,3.6893593E9
2018-6,NEO,2.005032E8
2016-9,NEOS,1023160.0
2017-2,NEOS,1408390.0
2017-4,NEOS,1791200.0
2017-5,NEOS,1351060.0
2017-6,NEOS,1.478486E7
2017-7,NEOS,3498840.0
2017-8,NEOS,1.288844E7
2017-9,NEOS,2676750.0
2017-10,NEOS,1035460.0
2017-11,NEOS,2474430.0
2017-12,NEOS,4.341052E7
2018-1,NEOS,2.878356E7
2018-4,NEOS,1562840.0
2018-1,NLC2,1004190.0
2016-10,NLG,1200460.0
2017-12,NLG,1.758925E7
2018-1,NLG,4.271938E7
2013-12,NMC,2816320.0
2014-1,NMC,8.285185E7
2014-2,NMC,1.652805E7
2014-3,NMC,1183350.0
2014-4,NMC,4936000.0
2015-7,NMC,2338560.0
2017-3,NMC,1.276736E7
2017-4,NMC,1.100658E7
2017-5,NMC,5.257963E7
2017-6,NMC,5.827215E7
2017-7,NMC,2.134025E7
2017-11,NMC,3785280.0
2017-12,NMC,2.325159E7
2018-1,NMC,1.649065E7
2018-1,NMS,1035540.0
2017-3,NOBL,2365740.0
2017-4,NOBL,1954510.0
2018-1,NOBL,5172710.0
2017-5,NOTE,3541430.0
2017-6,NOTE,2.048623E7
2017-7,NTRN,1582380.0
2015-8,NVC,4.77576E7
2016-8,NVC,3922240.0
2017-3,NVC,3816660.0
2017-4,NVC,5609680.0
2017-5,NVC,3443250.0
2017-6,NVC,3.096154E7
2017-7,NVC,1175870.0
2017-11,NVC,2218570.0
2017-7,NXS,2672690.0
2017-8,NXS,1.568719E7
2017-9,NXS,2.512602E7
2017-10,NXS,2512670.0
2017-11,NXS,2.510433E7
2017-12,NXS,6.984038E7
2018-1,NXS,2.267756E8
2018-2,NXS,4.633668E7
2018-3,NXS,4.7009377E8
2018-4,NXS,7.638264E7
2018-5,NXS,2.96575E7
2018-6,NXS,1111050.0
2014-1,NXT,1244760.0
2014-6,NXT,1655370.0
2016-6,NXT,8687270.0
2016-7,NXT,1.021778E7
2016-8,NXT,1406230.0
2016-9,NXT,1689960.0
2017-2,NXT,1103770.0
2017-3,NXT,2827130.0
2017-4,NXT,4.5698944E8
2017-5,NXT,1.3682474E8
2017-6,NXT,4.7404351E8
2017-7,NXT,2.0527132E8
2017-8,NXT,4.0112346E8
2017-9,NXT,1.6373511E8
2017-10,NXT,1.1545016E8
2017-11,NXT,3.5533251E8
2017-12,NXT,6.4517692E9
2018-1,NXT,1.1689344E9
2018-2,NXT,2.4110109E8
2018-3,NXT,1.0125747E8
2018-4,NXT,1.3848567E8
2018-5,NXT,1.4493641E8
2018-6,NXT,8611150.0
2018-1,NYC,7545790.0
2018-1,OC,2228720.0
2018-2,OC,2.1219105E8
2018-3,OC,3.3708127E8
2018-4,OC,1.5460623E8
2018-5,OC,1.4201821E8
2018-6,OC,6936590.0
2018-4,OCC,7898160.0
2018-5,OCC,5150930.0
2018-6,OCC,1009430.0
2017-10,ODN,3810590.0
2018-1,ODN,5689700.0
2018-1,OF,2.259128E8
2018-2,OF,3.7950321E8
2018-3,OF,4.407167E7
2018-4,OF,4.412196E7
2018-5,OF,3.556617E7
2017-6,OK,1199480.0
2017-7,OK,1017490.0
2017-8,OK,3449680.0
2017-9,OK,2.0640876E8
2017-10,OK,6.405873E7
2017-11,OK,1.7189742E8
2017-12,OK,2.0963231E8
2018-1,OK,1.085442E8
2018-2,OK,3339220.0
2018-3,OK,3.682458E7
2018-4,OK,1.352607E7
2018-5,OK,1529340.0
2017-5,OMNI,5.164424E7
2017-6,OMNI,6.090013E7
2017-7,OMNI,3477790.0
2017-9,OMNI,3069780.0
2017-10,OMNI,1.743395E7
2017-11,OMNI,4201110.0
2017-12,OMNI,2.952065E7
2018-1,OMNI,3.783146E7
2018-2,OMNI,8652120.0
2018-3,OMNI,1.509242E7
2018-4,OMNI,1.936318E7
2018-5,OMNI,1.791976E7
2017-12,ONION,5391380.0
2018-1,ONION,1.675471E7
2018-1,OPC,1494280.0
2017-7,PART,1020090.0
2017-8,PART,1940450.0
2017-11,PART,1123630.0
2017-12,PART,5.200979E7
2018-1,PART,6.918146E7
2018-2,PART,1722720.0
2018-3,PART,3.021765E7
2018-4,PART,9.27409E7
2018-5,PART,4.934245E7
2018-6,PART,2139330.0
2017-1,PASC,4.088152E7
2017-2,PASC,6137120.0
2017-3,PASC,2437320.0
2017-5,PASC,7513230.0
2017-6,PASC,1115370.0
2017-11,PASC,6400920.0
2017-12,PASC,7193400.0
2018-1,PASC,2.436078E7
2018-5,PCN,1.810461E7
2017-12,PHR,6627190.0
2018-1,PHR,5199080.0
2018-1,PIGGY,1007020.0
2017-4,PINK,7903230.0
2017-5,PINK,9117710.0
2017-6,PINK,1.878937E7
2017-8,PINK,8111440.0
2017-9,PINK,1.19E7
2017-12,PINK,1.347495E7
2018-1,PINK,2.215963E7
2018-1,PIRL,1114310.0
2017-3,PIVX,2.145967E7
2017-4,PIVX,3.204519E7
2017-5,PIVX,3.589407E7
2017-6,PIVX,1.381289E7
2017-7,PIVX,2.158675E7
2017-8,PIVX,2.742024E7
2017-9,PIVX,2.687731E7
2017-10,PIVX,2.045118E7
2017-11,PIVX,5.30048E7
2017-12,PIVX,2.1809135E8
2018-1,PIVX,6.0827176E8
2018-2,PIVX,2.0112271E8
2018-3,PIVX,9.915547E7
2018-4,PIVX,1.451588E8
2018-5,PIVX,1.3418656E8
2018-6,PIVX,3679440.0
2017-6,PKB,7708520.0
2017-10,PKB,4.275851E7
2017-11,PKB,1.367657E7
2017-12,PKB,1286660.0
2018-1,PKB,1.14798E7
2018-5,PLAN,3309380.0
2018-1,PND,3.021454E7
2018-2,POA,7.93762E7
2018-3,POA,1.8734643E8
2018-4,POA,3.8047504E8
2018-5,POA,2.2026526E8
2018-6,POA,3166390.0
2018-1,POSW,1057440.0
2016-10,POT,1.757878E7
2016-12,POT,1349820.0
2017-3,POT,1817880.0
2017-4,POT,8296570.0
2017-5,POT,6548050.0
2017-6,POT,3.196995E7
2017-7,POT,1.209361E7
2017-8,POT,2663860.0
2017-9,POT,2082550.0
2017-10,POT,5795450.0
2017-11,POT,1.1252082E8
2017-12,POT,2.4936627E8
2018-1,POT,7.419284E7
2013-12,PPC,2317070.0
2014-1,PPC,8.219613E7
2014-2,PPC,2.139209E7
2014-3,PPC,3856290.0
2014-4,PPC,4021050.0
2014-9,PPC,1.228051E7
2014-10,PPC,2400440.0
2015-2,PPC,1721820.0
2015-7,PPC,4765600.0
2016-9,PPC,1400800.0
2017-3,PPC,6182910.0
2017-4,PPC,7184840.0
2017-5,PPC,7.850123E7
2017-6,PPC,1.2008703E8
2017-7,PPC,2.841714E7
2017-8,PPC,1.162642E7
2017-9,PPC,1077300.0
2017-10,PPC,2443090.0
2017-11,PPC,3.080993E7
2017-12,PPC,1.1682356E8
2018-1,PPC,7.477139E7
2018-2,PPC,1.883486E7
2018-3,PPC,1065200.0
2018-4,PPC,1563270.0
2018-5,PPC,4485650.0
2017-8,PPY,3650740.0
2018-1,PRN,1373550.0
2018-1,PROC,9932120.0
2017-6,PTC,1351940.0
2017-8,PTC,3223450.0
2017-9,PTC,3676020.0
2017-11,PTC,1137880.0
2017-12,PTC,1006880.0
2018-1,PTC,1538690.0
2017-8,PURA,2.240105E7
2017-9,PURA,2049090.0
2017-12,PURA,2920670.0
2018-1,PURA,6728020.0
2018-2,PURA,1539360.0
2018-3,PURA,1899720.0
2018-4,PURA,7.176872E7
2018-5,PURA,6.75843E7
2017-6,QRK,1.644995E7
2017-7,QRK,6562270.0
2017-5,QTUM,4.200183E7
2017-6,QTUM,6.2296862E8
2017-7,QTUM,4.3380526E8
2017-8,QTUM,2.0337579E9
2017-9,QTUM,3.6194835E9
2017-10,QTUM,1.795597E9
2017-11,QTUM,3.5446597E9
2017-12,QTUM,1.99345997E10
2018-1,QTUM,2.5310952E10
2018-2,QTUM,6.9409656E9
2018-3,QTUM,5.1127894E9
2018-4,QTUM,5.7991516E9
2018-5,QTUM,5.250621E9
2018-6,QTUM,3.06187E8
2017-3,RADS,4033830.0
2017-5,RADS,5988940.0
2017-6,RADS,1.905954E7
2017-8,RADS,4005230.0
2017-9,RADS,2442460.0
2017-10,RADS,1245310.0
2017-11,RADS,1.216702E7
2017-12,RADS,7.724889E7
2018-1,RADS,8.691053E7
2018-2,RADS,3764650.0
2018-3,RADS,1.627571E7
2018-4,RADS,6.949592E7
2018-5,RADS,2502230.0
2018-1,RBT,5083100.0
2017-4,RBY,3033110.0
2017-10,RBY,3.371931E7
2017-11,RBY,2773970.0
2017-12,RBY,6088620.0
2018-1,RBY,3587970.0
2018-1,RC,2188910.0
2017-5,RDD,4.324581E7
2017-6,RDD,6.945505E7
2017-7,RDD,6260120.0
2017-8,RDD,2.194056E7
2017-9,RDD,6.530195E7
2017-10,RDD,2.636817E7
2017-11,RDD,1.151028E7
2017-12,RDD,1.113616E9
2018-1,RDD,8.4195032E8
2018-2,RDD,4.3536585E8
2018-3,RDD,1.9089434E8
2018-4,RDD,4.716411E8
2018-5,RDD,4.7343577E8
2018-6,RDD,4635670.0
2017-10,REC,1.554834E8
2017-11,REC,9.548586E7
2017-12,REC,5.479042E7
2018-1,REC,3494470.0
2018-5,REE,1327090.0
2017-5,RIC,5250060.0
2017-6,RIC,1.701652E7
2017-11,RIC,1.285452E7
2017-12,RIC,6837310.0
2018-1,RIC,7062180.0
2018-2,RIC,9249520.0
2018-3,RIC,2869280.0
2017-8,RISE,6.338006E7
2017-9,RISE,1.2029005E8
2017-10,RISE,1.091067E7
2017-11,RISE,4.790705E7
2017-12,RISE,3.468066E8
2018-1,RISE,1.6961667E8
2018-2,RISE,7.768764E7
2017-9,RUP,1239100.0
2018-3,RVN,1238850.0
2018-4,RVN,2017920.0
2018-5,RVN,2234310.0
2017-4,RVR,3125480.0
2017-5,RVR,3958190.0
2017-6,RVR,5778090.0
2017-7,RVR,1018730.0
2017-10,RVR,6323420.0
2017-11,RVR,6.207794E7
2017-12,RVR,6.6960012E8
2018-1,RVR,4.9698682E8
2018-2,RVR,6.674731E7
2018-3,RVR,1.0584671E8
2018-4,RVR,5.404809E7
2018-5,RVR,4655980.0
2017-12,SAGA,3159820.0
2018-1,SAGA,2657710.0
2015-5,SAK,4.983583E7
2015-6,SAK,1.1534799E8
2015-7,SAK,6.581727E7
2015-8,SAK,1.531632E7
2015-9,SAK,3.880875E7
2015-10,SAK,3.162894E7
2015-11,SAK,1.51456E7
2016-1,SAK,1162840.0
2016-2,SAK,3090520.0
2018-3,SBC,1583810.0
2016-7,SBD,1034910.0
2017-3,SBD,1809490.0
2017-4,SBD,4272760.0
2017-6,SBD,1.18792E7
2017-11,SBD,3.404621E7
2017-12,SBD,9.102423E7
2018-1,SBD,1.0836043E9
2018-2,SBD,5.9847921E8
2018-3,SBD,1.057074E8
2018-4,SBD,6.12749E8
2018-5,SBD,1.0865544E8
2017-12,SBTC,3.394858E7
2018-1,SBTC,1.1964489E8
2018-2,SBTC,2.92483E7
2018-4,SBTC,3.508778E7
2018-5,SBTC,6.536641E7
2018-6,SBTC,5676370.0
2016-5,SC,1076170.0
2016-6,SC,2.176301E7
2016-9,SC,2666820.0
2017-3,SC,1418750.0
2017-4,SC,1.053393E7
2017-5,SC,4.7782165E8
2017-6,SC,1.11480615E9
2017-7,SC,3.5184076E8
2017-8,SC,2.5268845E8
2017-9,SC,1.3504915E8
2017-10,SC,5.610181E7
2017-11,SC,7.627558E7
2017-12,SC,1.21051666E9
2018-1,SC,3.5074156E9
2018-2,SC,5.9231255E8
2018-3,SC,2.19666E8
2018-4,SC,1.38057587E9
2018-5,SC,7.2451141E8
2018-6,SC,1.86349E7
2016-9,SDC,1.505116E7
2017-3,SDC,1.904271E7
2017-12,SEND,1279250.0
2018-1,SEND,3770730.0
2017-8,SEQ,1169830.0
2017-10,SEQ,1404610.0
2017-12,SEQ,1458690.0
2018-1,SEQ,1.359484E7
2017-6,SHIFT,2343470.0
2017-8,SHIFT,3402270.0
2017-9,SHIFT,1132270.0
2017-10,SHIFT,1284240.0
2017-11,SHIFT,1.175875E7
2017-12,SHIFT,7.070896E7
2018-1,SHIFT,3.714565E7
2018-2,SHIFT,2897070.0
2018-3,SHIFT,1.827392E7
2018-4,SHIFT,1.361928E7
2018-5,SHIFT,1608330.0
2018-1,SHND,1.755817E7
2017-7,SIB,2120710.0
2017-9,SIB,5806500.0
2017-11,SIB,3156810.0
2017-12,SIB,4.268426E7
2018-1,SIB,2.16639E7
2018-2,SIB,6120870.0
2018-3,SIB,1.655483E7
2018-4,SIB,3757910.0
2017-11,SIC,9346250.0
2017-8,SIGMA,3889350.0
2017-8,SIGT,5258890.0
2017-12,SKY,9965720.0
2018-1,SKY,1.480399E7
2018-2,SKY,2187040.0
2018-3,SKY,1305160.0
2018-4,SKY,6.371391E7
2018-5,SKY,7.665885E7
2018-6,SKY,1209560.0
2017-8,SLR,1032480.0
2017-10,SLR,6893550.0
2017-11,SLR,1.141511E7
2017-12,SLR,7608640.0
2018-1,SLR,5.546526E7
2017-7,SLS,3931050.0
2017-10,SLS,7164290.0
2017-11,SLS,2078640.0
2017-12,SLS,1.0343066E8
2018-1,SLS,9.098701E7
2018-2,SLS,3796260.0
2018-3,SLS,6.0187904E8
2018-4,SLS,1.5789624E8
2018-5,SLS,2.538441E7
2017-12,SMART,3139210.0
2018-1,SMART,4.107328E7
2017-6,SNRG,8047130.0
2017-8,SNRG,5721660.0
2017-10,SNRG,1667620.0
2018-1,SNRG,3665510.0
2017-6,SPHR,7256210.0
2017-12,SPHR,5.565061E7
2018-1,SPHR,1.1161477E8
2018-2,SPHR,2410380.0
2018-3,SPHR,5.33755E7
2018-4,SPHR,1.674511E7
2018-5,SPHR,1050700.0
2017-10,SPR,2.085432E7
2017-11,SPR,3397650.0
2017-12,SPR,2.169371E7
2018-1,SPR,5.637492E7
2018-1,SPRTS,8217930.0
2017-6,SRC,3533110.0
2017-7,SRC,5480010.0
2018-1,STAK,1429050.0
2017-9,START,1.872941E7
2017-12,START,8805890.0
2018-1,START,1.825921E7
2016-7,STEEM,1.018413E7
2016-8,STEEM,1315190.0
2016-12,STEEM,1030820.0
2017-3,STEEM,1.478719E7
2017-4,STEEM,1.181208E7
2017-5,STEEM,1.6533497E8
2017-6,STEEM,2.4673564E8
2017-7,STEEM,5.624981E7
2017-8,STEEM,5.801034E7
2017-9,STEEM,4.67029E7
2017-10,STEEM,2.960963E7
2017-11,STEEM,6.068973E7
2017-12,STEEM,2.6782584E8
2018-1,STEEM,2.0218176E9
2018-2,STEEM,1.15303774E9
2018-3,STEEM,1.4358484E8
2018-4,STEEM,9.3840369E8
2018-5,STEEM,3.8323607E8
2018-6,STEEM,9764790.0
2018-1,STN,1715520.0
2017-3,STRAT,3410860.0
2017-4,STRAT,5.430076E7
2017-5,STRAT,1.7922173E8
2017-6,STRAT,6.0280613E8
2017-7,STRAT,3.4806458E8
2017-8,STRAT,5.8147028E8
2017-9,STRAT,2.2764419E8
2017-10,STRAT,3.2964874E8
2017-11,STRAT,4.0127823E8
2017-12,STRAT,1.8642223E9
2018-1,STRAT,1.6465264E9
