Symbol,week,total_trading_volume
NAV,50,6.601846E7
IOC,50,4006750.0
EXP,50,1.133167E7
HSR,50,5.029637E8
SYS,50,6.164764E7
RDD,50,3.871215E7
XZC,50,9.130084E7
ARDR,50,1.2966284E8
BTS,50,3.933887E8
KORE,50,5238190.0
XP,50,1.623134E7
GCR,49,5.593115E7
TX,49,1.593502E7
SC,49,1.4751854E8
EXCL,49,4219130.0
VIA,49,1.437053E7
DOPE,49,8905210.0
ATMC,49,9.10917E7
CRDNC,49,4074180.0
BCN,49,4.53953E7
SBD,49,1.952098E7
STEEM,49,6.949484E7
CLAM,49,4891700.0
XCP,49,8758180.0
ZEC,49,8.3857732E8
DOGE,49,6.386388E7
BITB,49,1018810.0
SLR,49,2793850.0
GRC,49,3606310.0
MEME,49,1.360233E7
PPC,49,1.926612E7
USNBT,49,4412550.0
BTG,49,9.62556E8
LMC,49,8646360.0
ETN,49,3.357153E7
GRS,49,6.415962E7
EXP,49,2271040.0
SLS,49,7717170.0
BTS,49,1.663005E8
RDD,49,9088660.0
STRAT,49,4.423348E8
XRP,49,1.91608971E9
UBQ,49,1.089243E7
MUSIC,49,1103960.0
LTC,49,6.94942663E9
FCT,49,6.602754E7
XVC,49,1341720.0
KORE,49,4148850.0
NEOS,49,1021450.0
SHIFT,49,1287930.0
ATB,49,2.147566E7
GBYTE,49,8550810.0
KMD,49,7.69085E7
VRC,49,2648790.0
BCC,49,1.844158E8
QTUM,49,1.030099E9
BTC,49,9.319178787E10
MIOTA,49,8.099568E9
VTR,49,2283800.0
AUR,49,6407380.0
NAV,49,5.616773E7
THC,49,4.985361E7
RVR,49,1.0837231E8
WAVES,49,3.356344E8
XWC,49,3114620.0
BTX,49,1.775058E7
CLOAK,49,5747360.0
MONA,49,3.81483E8
EDR,49,1172920.0
EMC2,49,1.1361291E9
ETP,49,3.452032E7
XMR,49,1.7869555E9
FRGC,49,1.677209E7
RIC,49,6837310.0
BCD,49,6.206704E7
DYN,49,4350870.0
LSK,49,3.147064E8
ARK,49,9.290226E7
ZNY,49,1.087028E7
ACT,49,8438180.0
NANO,49,1.411991E7
OMNI,49,2685300.0
PART,49,1.600139E7
NEO,49,7.967949E8
XPD,49,2729340.0
BSD,49,1198160.0
LBC,49,1.334769E7
OK,49,7.074766E7
XLM,49,1.27274735E9
SIB,49,1.011713E7
GXS,49,5.284538E7
IOP,49,6.736599E7
RISE,49,6.008022E7
XEM,49,6.633297E8
NXS,49,1.795415E7
XEL,49,6301210.0
ETC,49,3.0976337E9
NMC,49,7961590.0
FTC,49,1.274777E7
EGC,49,1.330438E7
ADA,49,4.532648E8
PIVX,49,2.553124E7
ETH,49,1.222736817E10
RADS,49,6941630.0
SPHR,49,1.653594E7
BAY,49,3.056679E7
BLOCK,49,2044290.0
BCH,49,8.75274E9
DASH,49,1.54405619E9
SPR,49,1665670.0
POT,49,3.932427E7
XDN,49,4.76776E7
CANN,49,4517040.0
DCT,49,9560150.0
XZC,49,7.460783E7
CLUB,49,1.972214E7
ION,49,1263800.0
BURST,49,8888890.0
UNB,49,1.894927E7
FRST,49,9547160.0
VTC,49,2.363352E8
ARDR,49,6.339189E7
ZEN,49,1.877909E7
GAME,49,3.418692E7
LUX,49,3857270.0
MUE,49,2.19732E7
SYS,49,8.459343E7
PURA,49,2920670.0
NXT,49,9.850699E8
REC,49,1.770269E7
START,49,3701280.0
DGB,49,9.028831E7
SYNX,49,6352770.0
XVG,49,4.003707E7
RBY,49,2272090.0
DCR,49,2.918391E7
BLK,49,5850420.0
HSR,49,3.900441E8
LEO,49,7328220.0
UNIT,49,1862650.0
2GIVE,48,3132850.0
FRGC,48,1.032939E7
KMD,48,4.608427E7
SLS,48,2078640.0
OK,48,3.237592E7
POT,48,2.999958E7
REC,48,2.503678E7
BCD,48,9.20732E7
XVC,48,1809070.0
PIVX,48,5.086998E7
HSR,48,4.212835E8
SHIFT,48,2107730.0
VTC,48,1.3260638E8
DOPE,48,1.08025E7
PINK,48,1153800.0
NXS,48,3866270.0
VIA,48,5456160.0
MONA,48,2.04472E8
QTUM,48,9.613617E8
DOGE,48,4.652422E7
SYS,48,6.081576E7
ETN,48,8034570.0
IOP,48,4.763114E7
BCN,48,2.819359E7
LTC,48,3.46764819E9
RISE,48,1.382668E7
SYNX,48,1254000.0
GXS,48,7.391021E7
WAVES,48,1.972296E8
GAME,48,1.569181E7
XEM,48,1.782489E8
LEO,48,8130000.0
BCC,48,1.610209E8
NEO,48,5.976461E8
XCP,48,7624130.0
MEME,48,3.589585E7
ATMC,48,5.149752E7
CANN,48,8017200.0
XRP,48,2.19356691E9
SLR,48,1032270.0
NAV,48,1.978993E7
ADA,48,8.299144E8
GBG,48,3601560.0
GBYTE,48,1614480.0
STRAT,48,1.760934E8
SC,48,5.483272E7
RDD,48,1059710.0
ETP,48,5.476808E7
EXCL,48,1.386925E7
ENRG,48,1406860.0
DASH,48,1.86744823E9
DGB,48,3.719945E7
SBD,48,8994870.0
ETH,48,1.058274592E10
LBC,48,1.078019E7
ION,48,1158500.0
ARDR,48,4.477904E7
RIC,48,9724230.0
BAY,48,3.470915E7
CLUB,48,2.501966E7
ACT,48,2697060.0
EAG,48,1003800.0
THC,48,3.4375E7
BLK,48,1608660.0
FLO,48,1679510.0
LSK,48,1.800253E8
BTX,48,2.663136E7
GCR,48,1.682273E7
LMC,48,8270800.0
FRST,48,4325380.0
ZEC,48,7.0339764E8
TX,48,9322810.0
DCT,48,3999430.0
XMR,48,8.6205746E8
ETC,48,6.10882164E9
XWC,48,2240340.0
XDN,48,3.6286E7
XZC,48,5.923448E7
PART,48,1123630.0
NMC,48,3785280.0
KORE,48,4653720.0
SIB,48,3156810.0
MNX,48,1259840.0
MIOTA,48,1.772374E9
XEL,48,4869900.0
RVR,48,7.702907E7
BT2,48,1195230.0
ZEN,48,1.119458E7
BTS,48,1.784406E8
DYN,48,1150680.0
BTC,48,5.143245957E10
EMC2,48,3.429849E8
ATB,48,1.741692E7
XVG,48,2.464075E7
ARK,48,6.544115E7
BTG,48,1.1094467E9
RADS,48,1.403912E7
UBQ,48,3751120.0
FCT,48,4.043405E7
XLM,48,7.277858E8
BCH,48,9.239721E9
GRS,48,4.096874E7
GB,48,1071620.0
PPC,48,3.514181E7
STEEM,48,2.303763E7
PTC,48,1137880.0
FTC,48,7632290.0
NXT,48,4.716432E8
DCR,48,5.023283E7
BRX,47,1600370.0
NEO,47,7.84224E8
SLR,47,1924570.0
DASH,47,1.42516074E9
XRP,47,1.41063525E9
ARDR,47,2.1053E7
OK,47,3.449425E7
SC,47,1.942582E7
SYNX,47,5537190.0
EDR,47,1.88921E7
MIOTA,47,5.755941E8
BCC,47,1.462998E8
REC,47,2.474072E7
XAS,47,3255600.0
XDN,47,3.182108E7
DCR,47,3.975021E7
RBY,47,1639020.0
FRGC,47,1.517917E7
STEEM,47,2.892013E7
CLAM,47,1040960.0
POT,47,4.684724E7
GRS,47,3.661364E7
STRAT,47,9.281063E7
BAY,47,2.293712E7
BCH,47,1.3484672E10
BT2,47,1782060.0
CLUB,47,5.993504E7
DCT,47,3482020.0
DGB,47,2.495795E7
BTG,47,1.6174599E9
PIVX,47,7478510.0
WC,47,1307740.0
XZC,47,7.77629E7
RIC,47,3130290.0
B2X,47,1650470.0
WAVES,47,1.618869E8
BLK,47,7874050.0
UBQ,47,1009330.0
LSK,47,3.116341E8
XVG,47,2.089941E7
CANN,47,1103520.0
MUE,47,3672240.0
RVR,47,2.395536E7
ZEC,47,7.491342E8
LBC,47,1221540.0
NAV,47,1.703646E7
SYS,47,7.520805E7
DOGE,47,7.284454E7
GBYTE,47,3720880.0
TRUST,47,5406750.0
ZEN,47,1.569045E7
RDD,47,1314890.0
PPC,47,1078410.0
HSR,47,3.008382E8
ARK,47,3.670677E7
BTX,47,4.224567E7
FTC,47,1.942712E7
SHIFT,47,9651020.0
PKB,47,3972300.0
BCD,47,9.01611E7
FCT,47,3.478959E7
XLM,47,1.1106117E8
EMC2,47,2.0522238E8
XEM,47,6.979079E7
FRST,47,3296230.0
NVC,47,1060810.0
ETC,47,1.85423154E9
ATMC,47,1.924186E7
KORE,47,1029410.0
ATB,47,1.627275E7
IOP,47,2431730.0
NXT,47,1.529611E8
LTC,47,2.07317565E9
THS,47,1115350.0
NXS,47,2.123806E7
RISE,47,6103190.0
XMR,47,6.5406265E8
ETP,47,5.193783E7
GXS,47,6.319561E7
BTS,47,8.657468E7
BTC,47,3.1500314E10
LEO,47,2041580.0
ADA,47,7.426588E7
KMD,47,3.543823E7
SBD,47,3.083167E7
XCP,47,1464560.0
GAME,47,1.401739E7
ADK,47,1305050.0
QTUM,47,9.400563E8
XEL,47,1126690.0
MONA,47,7.434147E7
VTC,47,9.3907E7
BCN,47,2.637246E7
ETH,47,9.37290453E9
SYS,46,1.740712E7
PPC,46,1693130.0
REC,46,1.90346E7
ZEC,46,6.0867595E8
BAY,46,2.928391E7
HSR,46,2.306978E8
SAK,46,4076630.0
STEEM,46,5096010.0
XBC,46,6870270.0
ARDR,46,3582090.0
DCT,46,2477900.0
PASC,46,6400920.0
FRGC,46,1.397654E7
KMD,46,2.15789E7
BCC,46,1.587576E8
BCN,46,1.735093E7
CLAM,46,1187190.0
GXS,46,1.776505E7
B2X,46,2400190.0
XRP,46,2.13330674E9
THS,46,1353060.0
GRS,46,4.208344E7
NXT,46,2.534072E7
NAV,46,7173320.0
BT2,46,6663990.0
GBYTE,46,2821910.0
LBC,46,2242800.0
FCT,46,3.920358E7
BITB,46,4991730.0
OK,46,6.41416E7
SLR,46,3516020.0
XZC,46,2.814051E7
WAVES,46,1.474734E8
ETP,46,3.734532E7
ADA,46,3.043413E7
BSD,46,1511510.0
XMR,46,4.7897869E8
RDD,46,6431880.0
XDN,46,2.939491E7
CLUB,46,4184280.0
BTC,46,3.16828593E10
LSK,46,3.711748E8
XLM,46,1.1531925E8
LTC,46,1.87860093E9
XVG,46,1.790145E7
FTC,46,4026270.0
PIVX,46,1108260.0
NEOS,46,2474430.0
DCR,46,3898100.0
VRC,46,1002590.0
BTS,46,3.61587E7
STRAT,46,6.152693E7
MONA,46,2.633959E7
IOP,46,1874710.0
SC,46,1.232379E7
DASH,46,9.606856E8
BTX,46,5.610908E7
EMC2,46,4.231344E7
BLK,46,3731380.0
DGB,46,1.809925E7
KB3,46,1033970.0
ETN,46,1453060.0
SUPER,46,1092720.0
DOGE,46,1.727226E7
QTUM,46,7.944919E8
ETC,46,1.553934E9
GAME,46,1.731651E7
EXP,46,3804290.0
AEON,46,2807520.0
XEM,46,6.222532E7
FRST,46,5149510.0
XWC,46,1627920.0
VTC,46,6.996065E7
XVC,46,2562860.0
BTG,46,2.123816E8
ETH,46,6.13554098E9
BCH,46,1.744806E10
ZEN,46,4900050.0
MIOTA,46,5.124962E8
NEO,46,1.1274311E9
POT,46,1307370.0
ARK,46,4.043801E7
ATB,46,4838750.0
ADA,45,5.179315E7
XRP,45,1.06836974E9
XLM,45,1.836694E8
BTG,45,3.5750501E8
ETN,45,2564280.0
LEO,45,3539970.0
SAK,45,9952240.0
SIC,45,8108350.0
RISE,45,3907670.0
LSK,45,1.3214371E8
XEM,45,6.037896E7
BTS,45,3.365045E7
XVG,45,5.51762E7
LBC,45,7086630.0
XDN,45,2.557164E7
B2X,45,4220210.0
EFL,45,3675020.0
GRS,45,5.82498E7
ETH,45,6.38686031E9
XVC,45,9575310.0
ARDR,45,7291200.0
QTUM,45,9.13506E8
ZEC,45,5.3018354E8
FCT,45,5.279539E7
XEL,45,2414700.0
KMD,45,3.818799E7
ETP,45,5.566785E7
STEEM,45,8656650.0
XZC,45,9630020.0
EDR,45,2043730.0
GAME,45,9474680.0
BT2,45,1.394279E7
ERC,45,1242630.0
EMC2,45,5482750.0
THC,45,2318080.0
PIVX,45,5409640.0
LTC,45,2.16095604E9
POT,45,5.403283E7
ZEN,45,1.20353E7
XMR,45,7.3331523E8
DOGE,45,2.380367E7
MEME,45,7057890.0
FTC,45,1125680.0
REC,45,2.209512E7
FRGC,45,1.019815E7
BCN,45,1.865399E7
XBC,45,7921190.0
XCP,45,2186740.0
DASH,45,1.05225409E9
SC,45,2.174406E7
WAVES,45,1.041355E8
VIA,45,5055620.0
MIOTA,45,2.750592E8
BLOCK,45,2638700.0
DGB,45,3.103002E7
PPC,45,1075320.0
OMNI,45,4201110.0
NAV,45,7241660.0
PKB,45,9704270.0
VTC,45,1.2507901E8
THS,45,2118230.0
IOP,45,1249180.0
MONA,45,2.808828E7
FRST,45,8507930.0
GXS,45,1.373021E7
ETC,45,2.83548659E9
ARK,45,4.376542E7
KB3,45,3301850.0
HSR,45,1.192352E8
RDD,45,1177340.0
XIN,45,7365530.0
DCR,45,7216100.0
BYC,45,1937700.0
OK,45,2.190891E7
HIGH,45,1031670.0
CURE,45,2030340.0
NEO,45,4.344768E8
SLR,45,4942250.0
VRC,45,1771610.0
STRAT,45,6.337858E7
BCH,45,2.1424015E10
BTX,45,5509880.0
NXT,45,3.062089E7
BTC,45,3.396670317E10
SYS,45,1.478294E7
BCC,45,1.375266E8
EMC,45,1175480.0
HSR,44,1.356376E8
NXT,44,1.926399E7
EMC2,44,5174310.0
XZC,44,9262510.0
LEO,44,4854910.0
GRS,44,2.463685E8
STRAT,44,8.264399E7
XEM,44,3.889337E7
RISE,44,3.652213E7
XDN,44,2.756849E7
GXS,44,1.19398E7
SIC,44,1237900.0
BTS,44,3.528464E7
CLUB,44,1.452953E7
SC,44,7998460.0
FRGC,44,1.398001E7
XLM,44,1.180746E8
BCH,44,7.584106E9
DCR,44,2308800.0
POT,44,1252210.0
VRC,44,3.211102E7
BTBc,44,1.12498E7
PPC,44,1061490.0
ZEN,44,2.927343E7
RVR,44,6323420.0
STEEM,44,3945270.0
BTC,44,2.10052413E10
XVC,44,2.022778E7
NEO,44,3.141373E8
BRX,44,1006530.0
VIA,44,1.602777E7
RDD,44,1526460.0
SLR,44,1286990.0
SNRG,44,1667620.0
THS,44,2428840.0
CLAM,44,3832870.0
CURE,44,1.26588E7
VTC,44,2.096573E8
XVG,44,5.232251E7
ZEC,44,3.3046687E8
INFX,44,1055910.0
XMR,44,2.4682051E8
KORE,44,1588980.0
GBYTE,44,2261070.0
WAVES,44,8.081102E7
SYNX,44,6466740.0
NAV,44,1.656787E7
FTC,44,2.680517E7
KMD,44,1.95107E7
MONA,44,1.665481E7
FCT,44,4.196782E7
ETH,44,3.6546489E9
REC,44,2.66048E7
BTG,44,8.665302E7
LTC,44,9.6009138E8
PIVX,44,6939950.0
EXP,44,3637770.0
IOP,44,2795430.0
ADA,44,3.449278E7
LSK,44,6.446154E7
XEL,44,1.292848E7
VRM,44,2507560.0
BT2,44,8501850.0
OK,44,6.771998E7
TX,44,9290970.0
ETC,44,7.5355513E8
ETN,44,3763490.0
ARK,44,2.367083E7
DGB,44,1.646565E7
QTUM,44,2.85966E8
BCN,44,1.81118E7
SBD,44,1642420.0
SYS,44,2.612188E7
DASH,44,3.754448E8
2GIVE,44,1279830.0
BCC,44,1.96102E8
SPR,44,3397650.0
B2X,44,2528720.0
MIOTA,44,8.279775E7
GAME,44,4950700.0
RBY,44,1134950.0
SAK,44,9568300.0
XRP,44,8.5072744E8
ARDR,44,3724190.0
FRST,44,1.28062E7
NVC,44,1157760.0
DOGE,44,3.951578E7
DBIX,44,2097390.0
ETP,44,5.280641E7
ATB,44,5167660.0
BTS,43,1.57181E7
LTC,43,9.1706468E8
DOGE,43,3.570291E7
SAK,43,7106860.0
ZEC,43,3.90199E8
XRP,43,5.7340047E8
XVG,43,1.837121E7
VTC,43,1.85494E8
FRGC,43,8486770.0
ETP,43,6.752705E7
GXS,43,1.279922E7
POT,43,5795450.0
FCT,43,2.628885E7
IOP,43,3696370.0
DCR,43,6798380.0
XMG,43,1045760.0
DGB,43,1.654238E7
FTC,43,1.363699E7
FLO,43,1386330.0
NXS,43,1438490.0
STRAT,43,1.3483645E8
DASH,43,3.7529046E8
SC,43,7910610.0
REC,43,4.562636E7
B2X,43,8153750.0
BITB,43,1374480.0
ARDR,43,1292760.0
MONA,43,2.774624E7
BTG,43,8.370002E7
EMC2,43,9205750.0
HSR,43,1.0179582E8
GRS,43,4.77112E7
SLS,43,7164290.0
XEL,43,1.49382E7
SEQ,43,1404610.0
ETH,43,2.94154469E9
QTUM,43,3.350861E8
XLM,43,2.2324977E8
VIA,43,1.305836E7
GAME,43,1.748182E7
ARK,43,1.185541E7
ATB,43,5289390.0
BCN,43,2.354914E7
FRST,43,1.540772E7
STEEM,43,1412570.0
RDD,43,2.175249E7
XZC,43,9699190.0
BTC,43,1.59711992E10
OK,43,3191690.0
ZEN,43,2.49725E7
TX,43,1088940.0
BCH,43,4.131368E9
SPR,43,1070490.0
XEM,43,3.652407E7
AKY,43,1527160.0
XVC,43,7571500.0
ADA,43,2.510283E7
SHIFT,43,1284240.0
MIOTA,43,1.1869651E8
XCP,43,1007700.0
BCC,43,9.46625E7
XMR,43,2.6947228E8
ETC,43,2.4557631E8
SYS,43,2.461854E7
KMD,43,1.036754E7
OMNI,43,1669920.0
XDN,43,4.834075E7
NXT,43,2.241387E7
EDR,43,1058270.0
ION,43,5106360.0
LMC,43,1707150.0
NAV,43,6459250.0
WAVES,43,5.804536E7
RBY,43,1511410.0
NEO,43,2.619504E8
LSK,43,6.877288E7
ADK,43,1197460.0
RBY,42,7806680.0
FRGC,42,5043240.0
XCP,42,1623100.0
B2X,42,5095940.0
LTC,42,1.29649334E9
RADS,42,1245310.0
LMC,42,1552210.0
OK,42,2970000.0
UBQ,42,2403320.0
CLAM,42,8203720.0
WAVES,42,5.60393E7
ADA,42,3.546097E7
PPC,42,1119200.0
ZEN,42,7.85012E7
PKB,42,9049710.0
SLR,42,5606560.0
VTC,42,1.1854653E8
HSR,42,1.0053564E8
XZC,42,1.054203E7
BRK,42,1279640.0
STRAT,42,5.788179E7
NEBL,42,1980250.0
VIA,42,3520300.0
EXP,42,1457400.0
EMC2,42,1.106572E7
ETC,42,2.5988815E8
ARDR,42,7823260.0
NLG,42,1200460.0
KMD,42,5412620.0
FCT,42,1.379771E7
MONA,42,3.260951E7
DASH,42,2.9493397E8
ZEC,42,2.348044E8
FLO,42,2517580.0
DOGE,42,2.743528E7
BSR,42,1501800.0
ZCL,42,7760290.0
BTS,42,3.554758E7
FRST,42,1.060471E7
QTUM,42,5.921297E8
SC,42,1.280211E7
GXS,42,1.148225E7
EGC,42,1141620.0
TX,42,1.020699E7
ETH,42,3.353198E9
BCN,42,1.039744E7
MIOTA,42,9.261824E7
BCC,42,9.137482E7
REC,42,2.918418E7
DGB,42,3.751772E7
LSK,42,7.536222E7
ATB,42,4716420.0
UNO,42,3.283267E7
XRP,42,2.42977979E9
EDR,42,3859770.0
NXT,42,2.812128E7
XDN,42,3.230055E7
BTC,42,1.540125177E10
GAME,42,4221910.0
STEEM,42,7836150.0
NAV,42,3.611093E7
SYS,42,1.448185E7
XEM,42,3.976267E7
XMR,42,2.5334023E8
ARK,42,1.311821E7
NEO,42,2.96161E8
BCH,42,2.444407E9
ENRG,42,1392200.0
ETHD,42,1135550.0
XTZ,42,3642370.0
XVG,42,1.186037E7
SAK,42,1.000833E7
XLM,42,6.981253E8
IOP,42,1517090.0
ETP,42,1.298379E8
PIVX,42,4285620.0
KORE,41,1939590.0
XLM,41,9.245965E7
SAK,41,6062180.0
FRGC,41,2318830.0
SPR,41,1.978383E7
BCC,41,9.405876E7
FCT,41,1.71839E7
DGB,41,2.349004E7
PIVX,41,5212570.0
ETHD,41,3795910.0
BTC,41,1.57864915E10
GXS,41,6520910.0
NXS,41,1074180.0
ADK,41,1791220.0
OK,41,1.668191E7
OMNI,41,1.473477E7
CLAM,41,3.479532E7
GBG,41,1.387338E7
PPC,41,2400440.0
DOGE,41,2.413776E7
NEOS,41,1035460.0
NEO,41,3.873273E8
SYS,41,2491490.0
NXT,41,2.543955E7
BCN,41,1.214706E7
USNBT,41,2346480.0
XRP,41,2.30645152E9
DCR,41,1145220.0
GAME,41,9050970.0
XEL,41,1190420.0
WAVES,41,4.231128E7
RISE,41,2401590.0
LSK,41,8.046433E7
LMC,41,1206350.0
AEON,41,1293570.0
PKB,41,3.37088E7
NAV,41,6119320.0
BCH,41,1.635259E9
XVG,41,1.615478E7
ADA,41,7.024806E7
XDN,41,2.320609E7
TRUST,41,6080830.0
XZC,41,1288780.0
HSR,41,1.114005E8
STEEM,41,8777840.0
XEM,41,3.047039E7
STRAT,41,4.836683E7
KMD,41,3902350.0
XMR,41,2.7949988E8
ZEN,41,1027130.0
ARK,41,2.01076E7
MIOTA,41,8.385842E7
MONA,41,1.9051281E8
QTUM,41,2.528413E8
RBY,41,2.440122E7
ETH,41,4.22104436E9
FRST,41,1.602446E7
VRC,41,1278250.0
VIA,41,1014750.0
BTS,41,3.686197E7
ETP,41,1.1281762E8
POT,41,1.63534E7
DMC,41,4830460.0
ENRG,41,1739960.0
IOP,41,1.602874E7
RDD,41,1217310.0
VRM,41,1074540.0
DASH,41,3.12599E8
EMC2,41,2.167824E7
ZEC,41,2.307761E8
ETC,41,3.2443875E8
ARDR,41,2.045542E7
REC,41,4.475675E7
VTC,41,1.409545E7
LTC,41,1.8336544E9
SC,41,1.619371E7
WAVES,40,5.093399E7
FCT,40,2.382648E7
ETH,40,2.19361839E9
IOP,40,1.628907E7
XMR,40,2.3402188E8
BCH,40,1.346551E9
BTC,40,9.0696323E9
OMNI,40,1029260.0
FRGC,40,3198090.0
ARDR,40,1.046083E7
STRAT,40,5.335558E7
REC,40,2.307801E7
ZEC,40,2.688111E8
STEEM,40,8520040.0
ARK,40,1.466991E7
SAK,40,4691770.0
BCN,40,7833570.0
SC,40,1.624574E7
USNBT,40,1429450.0
ETP,40,8148510.0
ADK,40,1306090.0
DMC,40,5862240.0
LSK,40,7.042191E7
KMD,40,4326690.0
XRP,40,1.45080644E9
ETC,40,2.1220739E8
ETHD,40,1.545229E7
NAV,40,1118070.0
DOGE,40,2.098514E7
NEO,40,5.206994E8
DGB,40,4.639771E7
XEM,40,2.850201E7
PPC,40,1323890.0
XDN,40,1.944342E7
FLO,40,1754600.0
BRK,40,1133310.0
DASH,40,2.191367E8
LBC,40,1082700.0
PIVX,40,9809930.0
RISE,40,1180260.0
QTUM,40,3.876894E8
XLM,40,1.2100384E8
MIOTA,40,7.634842E7
ODN,40,3810590.0
MONA,40,8146350.0
GAME,40,1.190756E7
DCR,40,1346750.0
XVG,40,2.101026E7
XEL,40,1340900.0
AEON,40,1.005826E7
BTS,40,7.719869E7
EMC2,40,3.13719E7
VTR,40,1893170.0
OK,40,1335290.0
CLAM,40,2053790.0
NXT,40,3.219635E7
FRST,40,8885840.0
VIA,40,2779820.0
XZC,40,2861050.0
SYS,40,1465590.0
ADA,40,1.1212107E8
VTC,40,1.048055E7
RDD,40,2140740.0
BCC,40,5.921212E7
HSR,40,1.4776221E8
EBST,40,2023430.0
GBYTE,40,1275700.0
LTC,40,5.8628526E8
MUE,40,2812520.0
POT,40,1225380.0
WAVES,39,5.740517E7
XAS,39,2457940.0
MUE,39,1915450.0
TRUST,39,5299080.0
ARK,39,2.329184E7
DCT,39,2164220.0
FRST,39,1.652804E7
CLAM,39,1415520.0
ABY,39,1306900.0
RISE,39,9628280.0
ETC,39,6.7229536E8
BCC,39,6.888741E7
NEOS,39,1022730.0
GCR,39,1007150.0
ADA,39,5.00687E7
OK,39,1.47381E7
HSR,39,9.64922E7
VTC,39,5232400.0
ETP,39,1.285201E7
XLM,39,1.965461E7
DCR,39,3925810.0
IOC,39,1106170.0
BLOCK,39,1390900.0
KMD,39,1.192042E7
MEME,39,5912660.0
SC,39,1.433925E7
NAV,39,9598660.0
NXS,39,4051390.0
XDN,39,1.656426E7
DOPE,39,1187070.0
BAY,39,1403280.0
VTR,39,1834560.0
NXT,39,2.595167E7
XEL,39,2002310.0
FCT,39,1.925339E7
SYS,39,5219020.0
ARDR,39,1.882185E7
STRAT,39,4.749811E7
START,39,1865730.0
STEEM,39,2.691637E7
DGB,39,4.137054E7
BLK,39,1.118116E7
XRP,39,6.961818E8
RUP,39,1239100.0
BCN,39,1.207091E7
BTCD,39,2303420.0
ATB,39,1229130.0
NEO,39,6.383615E8
XMR,39,2.8281352E8
DMC,39,2539010.0
LBC,39,1371910.0
ETHD,39,1682940.0
EMC2,39,4.163708E7
GAME,39,2.432409E7
ZEC,39,6.229261E8
EBST,39,1.013694E7
BTS,39,4.859631E7
KORE,39,2659440.0
THC,39,3323920.0
XZC,39,1.842901E7
REC,39,3808740.0
DOGE,39,5.630876E7
PPC,39,3272060.0
XWC,39,1709530.0
UBQ,39,1029770.0
ZCL,39,1322360.0
QTUM,39,7.261624E8
BCH,39,1.429461E9
LTC,39,1.25354606E9
SAK,39,7767800.0
AEON,39,1.043416E7
IOP,39,4.000562E7
BTC,39,1.02886268E10
MSD,39,1317090.0
XEM,39,2.54185E7
XVG,39,1.693675E7
LSK,39,7.10935E7
MIOTA,39,1.0823432E8
XPM,39,1041090.0
LMC,39,3510280.0
DASH,39,2.970657E8
RDD,39,4.54591E7
ETH,39,3.10773443E9
ZEC,38,1.656361E8
STEEM,38,3472210.0
RDD,38,1.217365E7
TRUST,38,1184330.0
OK,38,3.225955E7
RISE,38,2.642728E7
UBQ,38,1340540.0
VIA,38,7299100.0
DOGE,38,4.489259E7
SC,38,2.269507E7
GAME,38,4323340.0
MIOTA,38,9.548408E7
HSR,38,6.375458E7
SAK,38,1.049846E7
BSD,38,2757210.0
EMC2,38,1.748324E7
QTUM,38,4.228817E8
FCT,38,9902220.0
ARK,38,2.642353E7
NEO,38,1.454093E8
VTC,38,2.955884E7
ABY,38,2984010.0
DCT,38,1042560.0
DGB,38,2.181636E7
ETP,38,9935400.0
PURA,38,2049090.0
DCR,38,1.629954E7
XWC,38,8703210.0
GRC,38,1180670.0
BLK,38,4.336351E7
NEOS,38,1654020.0
XEL,38,1165850.0
SYNX,38,5104420.0
BDL,38,2182160.0
UNB,38,1290750.0
EBST,38,1.209027E7
STRAT,38,4.73143E7
DASH,38,5.693298E8
FTC,38,1655590.0
IOP,38,5.477907E7
ARDR,38,1170610.0
ERC,38,1069230.0
XRP,38,3.2959947E8
GRS,38,1.185483E7
PPC,38,1.148655E7
XVG,38,1.246636E7
ETH,38,4.37582545E9
NAV,38,5312900.0
LMC,38,4833160.0
CLAM,38,7685050.0
XLM,38,1.818973E7
XEM,38,2.48237E7
BCH,38,2.792425E9
CLOAK,38,1790880.0
SYS,38,6364290.0
BTS,38,1.049028E8
BCC,38,4.986719E7
START,38,1.686368E7
BCN,38,1.134904E7
NXS,38,5726190.0
XVC,38,2709510.0
LTC,38,1.57250328E9
WAVES,38,2.699465E7
GBG,38,3809720.0
FRGC,38,1011810.0
BTC,38,9.7369327E9
KMD,38,9686400.0
ETC,38,3.6468916E8
LBC,38,5196190.0
XMR,38,2.943578E8
TX,38,3498370.0
IOC,38,2216480.0
LSK,38,7.271525E7
KORE,38,3179080.0
NXT,38,2.09978E7
XDN,38,1.6551E7
OMNI,38,1834200.0
XZC,38,3.403261E7
EBT,38,1032650.0
LMC,37,1.442199E7
BTC,37,1.62651042E10
ETH,37,6.5870523E9
INFX,37,2550780.0
IOP,37,1916390.0
LBC,37,3291060.0
XZC,37,6731630.0
KMD,37,3.051226E7
DCR,37,6954160.0
DGB,37,5.124606E7
NEO,37,2.677343E8
WAVES,37,3.379076E7
XVC,37,2.419364E7
ADK,37,2395430.0
ETC,37,1.28214188E9
HSR,37,1.277428E8
SAK,37,1.073361E7
LTC,37,4.55294899E9
DOPE,37,5869580.0
XEL,37,1.294838E7
GAME,37,1.109672E7
POT,37,2082550.0
XAS,37,2842190.0
